"","X","age","job","marital","education","housing","loan","education_imp","job_imp","loan_imp","housing_imp","marital_imp","y"
"4269",4269,42,"technician","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4270",4270,28,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4271",4271,43,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4272",4272,41,"services","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4273",4273,33,"technician","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4274",4274,53,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4275",4275,49,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4276",4276,45,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4277",4277,33,"services","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4278",4278,45,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4279",4279,30,"unemployed","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4280",4280,49,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4281",4281,38,"technician","married","6","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4282",4282,39,"services","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4283",4283,50,"blue-collar","married","2","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4284",4284,58,"blue-collar","married","7","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4285",4285,46,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4286",4286,46,"housemaid","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4287",4287,40,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4288",4288,36,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4289",4289,53,"self-employed","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4290",4290,32,"technician","married","4","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4291",4291,42,"admin.","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4292",4292,39,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4293",4293,39,"services","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4294",4294,53,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"4295",4295,34,"blue-collar","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4296",4296,39,"services","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4297",4297,50,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4298",4298,40,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4299",4299,56,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4300",4300,41,"technician","married","6","no","yes",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"4301",4301,46,"blue-collar","married","4","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4302",4302,36,"blue-collar","married","7","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4303",4303,42,"blue-collar","married","7","yes","yes",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4304",4304,38,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4305",4305,30,"services","divorced","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4306",4306,42,"technician","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4307",4307,38,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4308",4308,31,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4309",4309,45,"management","married","6","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4310",4310,33,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4311",4311,36,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4312",4312,41,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4313",4313,31,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4314",4314,36,"admin.","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4315",4315,21,"admin.","single","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4316",4316,29,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4317",4317,53,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4318",4318,39,"blue-collar","married","3","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4319",4319,31,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4320",4320,44,"admin.","divorced","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4321",4321,38,"admin.","single","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4322",4322,47,"entrepreneur","married","7","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4323",4323,36,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4324",4324,27,"blue-collar","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4325",4325,45,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4326",4326,34,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4327",4327,50,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4328",4328,40,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4329",4329,36,"admin.","divorced","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4330",4330,40,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4331",4331,53,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4332",4332,40,"admin.","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4333",4333,25,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4334",4334,42,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4335",4335,47,"admin.","divorced","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4336",4336,46,"admin.","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4337",4337,35,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4338",4338,45,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4339",4339,43,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4340",4340,58,"admin.","divorced","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4341",4341,43,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4342",4342,33,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4343",4343,38,"blue-collar","divorced","2","no","yes",TRUE,FALSE,TRUE,TRUE,FALSE,"no"
"4344",4344,32,"technician","married","7","yes","yes",FALSE,TRUE,FALSE,FALSE,TRUE,"no"
"4345",4345,49,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4346",4346,36,"services","single","4","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4347",4347,35,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4348",4348,45,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4349",4349,36,"admin.","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4350",4350,45,"services","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4351",4351,34,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4352",4352,54,"management","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4353",4353,35,"services","single","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"4354",4354,30,"admin.","married","7","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4355",4355,40,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4356",4356,31,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4357",4357,52,"technician","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4358",4358,46,"admin.","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4359",4359,27,"admin.","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4360",4360,39,"unemployed","married","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4361",4361,59,"technician","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4362",4362,39,"admin.","single","7","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4363",4363,55,"retired","divorced","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4364",4364,43,"technician","married","7","no","no",FALSE,TRUE,FALSE,FALSE,FALSE,"no"
"4365",4365,42,"self-employed","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4366",4366,42,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4367",4367,56,"management","married","7","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4368",4368,45,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4369",4369,38,"blue-collar","single","4","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4370",4370,49,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4371",4371,57,"blue-collar","divorced","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4372",4372,51,"admin.","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4373",4373,31,"technician","divorced","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4374",4374,52,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4375",4375,57,"retired","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4376",4376,47,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4377",4377,42,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4378",4378,35,"blue-collar","single","4","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4379",4379,31,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4380",4380,43,"technician","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4381",4381,44,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4382",4382,59,"entrepreneur","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4383",4383,57,"blue-collar","married","5","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4384",4384,41,"blue-collar","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4385",4385,32,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4386",4386,33,"blue-collar","single","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4387",4387,54,"entrepreneur","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4388",4388,22,"blue-collar","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4389",4389,36,"management","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4390",4390,56,"retired","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4391",4391,41,"management","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4392",4392,46,"blue-collar","married","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4393",4393,60,"admin.","single","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4394",4394,50,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4395",4395,49,"entrepreneur","married","2","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4396",4396,47,"admin.","married","7","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4397",4397,34,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4398",4398,49,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4399",4399,30,"blue-collar","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4400",4400,35,"blue-collar","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4401",4401,40,"entrepreneur","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4402",4402,42,"housemaid","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4403",4403,45,"blue-collar","single","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4404",4404,40,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4405",4405,32,"entrepreneur","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4406",4406,41,"services","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4407",4407,57,"blue-collar","divorced","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4408",4408,34,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4409",4409,40,"management","married","7","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4410",4410,44,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4411",4411,51,"blue-collar","married","4","yes","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"4412",4412,42,"technician","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4413",4413,32,"technician","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4414",4414,33,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4415",4415,43,"blue-collar","married","2","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4416",4416,28,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4417",4417,37,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4418",4418,37,"services","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4419",4419,41,"housemaid","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4420",4420,37,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4421",4421,42,"blue-collar","married","7","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4422",4422,60,"services","married","2","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4423",4423,28,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4424",4424,45,"housemaid","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4425",4425,34,"blue-collar","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4426",4426,52,"technician","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4427",4427,33,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4428",4428,43,"entrepreneur","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4429",4429,41,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4430",4430,31,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4431",4431,48,"entrepreneur","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4432",4432,47,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4433",4433,38,"admin.","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4434",4434,51,"unemployed","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4435",4435,49,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4436",4436,31,"entrepreneur","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4437",4437,45,"self-employed","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4438",4438,41,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4439",4439,51,"retired","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4440",4440,46,"admin.","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4441",4441,48,"self-employed","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4442",4442,51,"retired","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4443",4443,44,"services","married","5","yes","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"4444",4444,30,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4445",4445,35,"blue-collar","divorced","4","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4446",4446,35,"unemployed","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4447",4447,57,"technician","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4448",4448,38,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4449",4449,36,"self-employed","married","3","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4450",4450,30,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4451",4451,37,"services","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4452",4452,31,"technician","divorced","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4453",4453,37,"admin.","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4454",4454,31,"blue-collar","married","6","no","no",TRUE,FALSE,FALSE,FALSE,TRUE,"no"
"4455",4455,38,"technician","married","6","yes","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"4456",4456,29,"student","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4457",4457,36,"services","married","5","yes","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"4458",4458,41,"management","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4459",4459,32,"student","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4460",4460,42,"blue-collar","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4461",4461,27,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4462",4462,34,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4463",4463,44,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4464",4464,42,"services","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4465",4465,29,"services","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4466",4466,40,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4467",4467,57,"retired","single","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4468",4468,42,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4469",4469,50,"admin.","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4470",4470,58,"retired","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4471",4471,34,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4472",4472,40,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4473",4473,46,"management","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4474",4474,33,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4475",4475,42,"retired","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4476",4476,27,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4477",4477,41,"management","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4478",4478,39,"admin.","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4479",4479,58,"retired","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"4480",4480,31,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4481",4481,48,"blue-collar","divorced","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4482",4482,45,"housemaid","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4483",4483,30,"self-employed","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4484",4484,58,"management","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4485",4485,39,"blue-collar","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"4486",4486,41,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4487",4487,44,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4488",4488,47,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4489",4489,32,"admin.","married","7","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4490",4490,39,"management","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4491",4491,45,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4492",4492,33,"management","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4493",4493,27,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4494",4494,57,"retired","married","2","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4495",4495,32,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4496",4496,33,"blue-collar","divorced","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4497",4497,57,"self-employed","married","7","no","yes",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4498",4498,34,"blue-collar","married","2","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4499",4499,58,"unemployed","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4500",4500,50,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4501",4501,44,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4502",4502,48,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4503",4503,56,"retired","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4504",4504,42,"blue-collar","married","3","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4505",4505,37,"blue-collar","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4506",4506,29,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4507",4507,32,"services","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4508",4508,40,"admin.","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4509",4509,39,"management","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4510",4510,34,"services","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4511",4511,50,"housemaid","divorced","2","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4512",4512,28,"blue-collar","single","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4513",4513,43,"housemaid","married","2","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"4514",4514,27,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4515",4515,38,"services","married","4","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"4516",4516,37,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4517",4517,39,"admin.","married","3","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4518",4518,36,"technician","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4519",4519,43,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4520",4520,55,"technician","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4521",4521,35,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4522",4522,27,"blue-collar","married","3","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"yes"
"4523",4523,51,"entrepreneur","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4524",4524,34,"housemaid","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4525",4525,28,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4526",4526,50,"blue-collar","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4527",4527,26,"blue-collar","married","2","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4528",4528,50,"admin.","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4529",4529,52,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4530",4530,52,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4531",4531,45,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4532",4532,37,"blue-collar","married","5","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"4533",4533,43,"technician","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4534",4534,46,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"4535",4535,45,"unemployed","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
