"","X","age","job","marital","education","housing","loan","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"11134",11134,54,"retired","divorced","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11135",11135,41,"services","divorced","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11136",11136,36,"admin.","married","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11137",11137,51,"technician","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11138",11138,41,"unemployed","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11139",11139,42,"technician","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11140",11140,52,"management","divorced","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11141",11141,29,"admin.","married","7","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11142",11142,46,"services","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11143",11143,42,"technician","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11144",11144,35,"self-employed","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11145",11145,48,"admin.","single","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11146",11146,27,"technician","single","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11147",11147,32,"self-employed","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11148",11148,45,"blue-collar","married","4","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11149",11149,35,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11150",11150,32,"services","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11151",11151,35,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11152",11152,47,"management","married","2","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11153",11153,35,"admin.","married","5","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11154",11154,53,"admin.","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11155",11155,37,"technician","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11156",11156,42,"admin.","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11157",11157,58,"retired","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11158",11158,53,"admin.","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11159",11159,35,"technician","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11160",11160,55,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11161",11161,51,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11162",11162,51,"admin.","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11163",11163,37,"technician","single","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11164",11164,48,"services","divorced","3","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11165",11165,44,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11166",11166,34,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11167",11167,45,"admin.","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11168",11168,33,"technician","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11169",11169,41,"admin.","married","7","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11170",11170,42,"blue-collar","single","3","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11171",11171,30,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11172",11172,41,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11173",11173,45,"housemaid","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11174",11174,45,"services","married","3","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11175",11175,38,"technician","single","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11176",11176,40,"services","married","NA","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11177",11177,43,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11178",11178,35,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11179",11179,37,"blue-collar","single","2","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11180",11180,47,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11181",11181,39,"management","married","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11182",11182,34,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11183",11183,46,"blue-collar","married","2","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11184",11184,44,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11185",11185,40,"entrepreneur","married","7","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11186",11186,54,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11187",11187,46,"entrepreneur","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11188",11188,36,"management","divorced","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11189",11189,41,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11190",11190,42,"services","married","NA","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11191",11191,34,"technician","single","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11192",11192,45,"NA","married","NA","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11193",11193,33,"services","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11194",11194,45,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11195",11195,40,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11196",11196,38,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11197",11197,49,"technician","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11198",11198,49,"services","married","5","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11199",11199,39,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11200",11200,41,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11201",11201,41,"admin.","divorced","5","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11202",11202,42,"entrepreneur","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11203",11203,49,"NA","married","NA","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11204",11204,42,"unemployed","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11205",11205,34,"admin.","single","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11206",11206,49,"admin.","divorced","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11207",11207,43,"technician","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11208",11208,42,"services","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11209",11209,52,"blue-collar","married","NA","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11210",11210,50,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11211",11211,57,"admin.","married","7","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11212",11212,47,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11213",11213,44,"blue-collar","married","NA","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11214",11214,40,"management","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11215",11215,30,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11216",11216,33,"management","married","7","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11217",11217,37,"unemployed","married","6","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11218",11218,36,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11219",11219,38,"technician","divorced","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11220",11220,55,"retired","divorced","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11221",11221,43,"unemployed","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11222",11222,37,"technician","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11223",11223,31,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11224",11224,29,"student","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11225",11225,24,"technician","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11226",11226,57,"services","married","5","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11227",11227,30,"blue-collar","single","NA","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11228",11228,58,"technician","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11229",11229,26,"admin.","single","5","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11230",11230,29,"blue-collar","single","5","yes","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11231",11231,23,"services","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11232",11232,47,"management","married","4","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11233",11233,38,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11234",11234,45,"technician","divorced","7","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11235",11235,52,"retired","divorced","2","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11236",11236,29,"admin.","single","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11237",11237,43,"technician","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11238",11238,36,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11239",11239,38,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11240",11240,27,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11241",11241,38,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11242",11242,52,"services","divorced","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11243",11243,52,"services","divorced","5","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11244",11244,38,"admin.","married","5","yes","yes",1.4,94.465,-41.8,4.961,5228,"yes"
"11245",11245,54,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11246",11246,39,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11247",11247,28,"blue-collar","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11248",11248,53,"technician","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11249",11249,40,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11250",11250,49,"management","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11251",11251,40,"services","married","5","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11252",11252,23,"technician","single","6","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11253",11253,36,"management","single","5","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11254",11254,38,"unemployed","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11255",11255,31,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11256",11256,36,"blue-collar","single","4","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11257",11257,34,"admin.","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11258",11258,35,"admin.","divorced","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11259",11259,37,"blue-collar","divorced","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11260",11260,57,"retired","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11261",11261,35,"blue-collar","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11262",11262,58,"technician","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11263",11263,36,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11264",11264,49,"management","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11265",11265,38,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11266",11266,39,"admin.","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11267",11267,34,"blue-collar","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11268",11268,36,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11269",11269,33,"blue-collar","single","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11270",11270,59,"retired","married","NA","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11271",11271,57,"retired","single","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11272",11272,55,"management","married","6","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11273",11273,25,"blue-collar","single","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11274",11274,55,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11275",11275,23,"blue-collar","single","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11276",11276,56,"self-employed","single","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11277",11277,31,"technician","single","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11278",11278,51,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11279",11279,43,"blue-collar","divorced","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11280",11280,45,"technician","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11281",11281,57,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11282",11282,34,"services","married","3","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11283",11283,31,"entrepreneur","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11284",11284,37,"management","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11285",11285,29,"admin.","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11286",11286,60,"entrepreneur","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11287",11287,40,"blue-collar","single","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11288",11288,55,"technician","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11289",11289,43,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11290",11290,45,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11291",11291,40,"retired","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11292",11292,37,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11293",11293,47,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11294",11294,37,"blue-collar","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11295",11295,28,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11296",11296,52,"technician","married","NA","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11297",11297,28,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11298",11298,25,"blue-collar","single","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11299",11299,38,"services","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11300",11300,55,"housemaid","married","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11301",11301,53,"self-employed","divorced","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11302",11302,35,"management","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11303",11303,45,"management","single","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11304",11304,28,"blue-collar","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11305",11305,36,"technician","single","6","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11306",11306,26,"NA","single","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11307",11307,45,"management","single","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11308",11308,38,"admin.","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11309",11309,46,"services","married","5","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11310",11310,49,"management","divorced","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11311",11311,53,"technician","married","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11312",11312,49,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11313",11313,42,"technician","married","3","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11314",11314,48,"blue-collar","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11315",11315,26,"blue-collar","single","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11316",11316,35,"blue-collar","single","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11317",11317,42,"housemaid","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11318",11318,50,"housemaid","married","NA","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11319",11319,60,"management","married","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11320",11320,56,"retired","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11321",11321,31,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11322",11322,46,"entrepreneur","married","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11323",11323,40,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11324",11324,42,"management","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11325",11325,33,"blue-collar","divorced","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11326",11326,60,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11327",11327,40,"blue-collar","married","2","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11328",11328,52,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11329",11329,42,"services","divorced","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11330",11330,48,"services","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11331",11331,34,"blue-collar","married","3","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11332",11332,34,"housemaid","single","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11333",11333,48,"self-employed","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11334",11334,26,"blue-collar","single","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11335",11335,38,"admin.","married","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11336",11336,39,"unemployed","married","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11337",11337,43,"technician","single","6","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11338",11338,29,"admin.","single","5","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11339",11339,37,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11340",11340,28,"blue-collar","married","4","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11341",11341,52,"self-employed","married","2","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11342",11342,25,"admin.","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11343",11343,28,"technician","married","4","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11344",11344,36,"admin.","married","5","no","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11345",11345,47,"services","single","4","NA","NA",1.4,94.465,-41.8,4.961,5228,"yes"
"11346",11346,37,"technician","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11347",11347,57,"blue-collar","married","4","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11348",11348,55,"retired","married","7","yes","no",1.4,94.465,-41.8,4.961,5228,"yes"
"11349",11349,39,"technician","married","6","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11350",11350,38,"technician","married","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11351",11351,56,"admin.","divorced","NA","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11352",11352,52,"services","divorced","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11353",11353,52,"unemployed","married","5","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11354",11354,39,"blue-collar","married","4","NA","NA",1.4,94.465,-41.8,4.961,5228,"no"
"11355",11355,32,"NA","NA","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11356",11356,25,"blue-collar","single","4","yes","yes",1.4,94.465,-41.8,4.961,5228,"no"
"11357",11357,31,"technician","married","5","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11358",11358,33,"technician","divorced","6","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11359",11359,36,"admin.","single","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11360",11360,26,"technician","single","7","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11361",11361,46,"admin.","divorced","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11362",11362,30,"technician","married","7","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11363",11363,36,"blue-collar","divorced","4","no","no",1.4,94.465,-41.8,4.961,5228,"no"
"11364",11364,33,"services","single","5","yes","no",1.4,94.465,-41.8,4.961,5228,"no"
"11365",11365,57,"services","divorced","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11366",11366,40,"technician","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11367",11367,41,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11368",11368,41,"housemaid","married","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11369",11369,30,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11370",11370,39,"admin.","divorced","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11371",11371,52,"blue-collar","married","4","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11372",11372,35,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11373",11373,40,"technician","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11374",11374,44,"technician","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11375",11375,35,"management","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11376",11376,36,"admin.","divorced","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11377",11377,56,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11378",11378,59,"retired","divorced","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11379",11379,36,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11380",11380,47,"services","divorced","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11381",11381,50,"technician","married","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11382",11382,29,"self-employed","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11383",11383,45,"housemaid","divorced","2","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11384",11384,39,"entrepreneur","married","6","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11385",11385,48,"retired","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11386",11386,47,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11387",11387,38,"admin.","single","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11388",11388,38,"blue-collar","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11389",11389,51,"admin.","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11390",11390,31,"services","single","5","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11391",11391,43,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11392",11392,37,"unemployed","single","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11393",11393,33,"management","married","7","no","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11394",11394,51,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11395",11395,37,"services","married","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11396",11396,26,"blue-collar","single","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11397",11397,31,"blue-collar","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11398",11398,38,"blue-collar","married","3","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11399",11399,54,"housemaid","divorced","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11400",11400,27,"services","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11401",11401,36,"technician","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11402",11402,34,"services","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11403",11403,40,"entrepreneur","married","4","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11404",11404,39,"services","divorced","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11405",11405,36,"blue-collar","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11406",11406,43,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11407",11407,33,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11408",11408,43,"unemployed","married","2","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11409",11409,31,"admin.","single","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11410",11410,47,"management","divorced","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11411",11411,44,"entrepreneur","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11412",11412,43,"admin.","married","NA","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11413",11413,30,"blue-collar","single","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11414",11414,40,"blue-collar","married","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11415",11415,40,"entrepreneur","divorced","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11416",11416,41,"management","married","7","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11417",11417,45,"admin.","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"yes"
"11418",11418,36,"management","married","7","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11419",11419,34,"blue-collar","married","2","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11420",11420,50,"technician","married","5","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11421",11421,38,"admin.","divorced","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11422",11422,56,"technician","married","6","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11423",11423,38,"services","married","5","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11424",11424,32,"services","married","5","yes","no",1.4,94.465,-41.8,4.959,5228,"no"
"11425",11425,29,"admin.","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11426",11426,47,"technician","married","6","yes","yes",1.4,94.465,-41.8,4.959,5228,"no"
"11427",11427,47,"admin.","married","7","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11428",11428,28,"blue-collar","married","4","no","no",1.4,94.465,-41.8,4.959,5228,"no"
"11429",11429,35,"blue-collar","married","3","no","no",1.4,94.465,-41.8,4.959,5228,"no"
